baseER baseSTAS endsuc endsuc10 endsuc90 freqsuc freq10 freq50 freq90 trajmean traj10 traj50 traj90 trajprop trajpop10 trajpop90
0.16 0.011 0.49 0.47 0.51 0.52 0.2 0.5 0.9 -44 -57 -45 -31 0 0 0
0.16 0.012 0.57 0.55 0.59 0.57 0.2 0.6 1 -43 -56 -44 -29 0 0 0.01
0.16 0.013 0.66 0.65 0.68 0.63 0.3 0.6 1 -41 -53 -42 -26 0.01 0 0.01
0.16 0.014 0.72 0.7 0.74 0.68 0.3 0.7 1 -39 -52 -41 -25 0.01 0 0.01
0.16 0.015 0.76 0.75 0.78 0.72 0.4 0.7 1 -38 -52 -40 -24 0.01 0.01 0.01
0.16 0.016 0.8 0.79 0.82 0.76 0.4 0.8 1 -37 -51 -38 -23 0.01 0.01 0.02
0.16 0.017 0.83 0.82 0.85 0.8 0.5 0.8 1 -36 -49 -37 -21 0.01 0 0.01
0.16 0.018 0.86 0.85 0.88 0.82 0.5 0.9 1 -34 -48 -36 -19 0.01 0.01 0.02
0.16 0.019 0.89 0.88 0.9 0.84 0.6 0.9 1 -33 -48 -35 -19 0.02 0.01 0.02
0.16 0.02 0.92 0.91 0.93 0.87 0.6 0.9 1 -32 -47 -34 -17 0.02 0.01 0.03
0.16 0.021 0.93 0.92 0.94 0.88 0.7 1 1 -31 -46 -33 -17 0.03 0.02 0.03
0.16 0.022 0.94 0.93 0.94 0.9 0.7 1 1 -30 -45 -32 -14 0.03 0.03 0.04
0.16 0.023 0.95 0.94 0.96 0.91 0.7 1 1 -29 -44 -32 -14 0.02 0.02 0.03
0.16 0.024 0.96 0.95 0.97 0.92 0.7 1 1 -29 -44 -30 -13 0.03 0.02 0.03
0.16 0.025 0.96 0.95 0.97 0.93 0.8 1 1 -28 -43 -30 -12 0.03 0.02 0.04
0.16 0.026 0.96 0.95 0.97 0.94 0.8 1 1 -27 -42 -29 -12 0.04 0.03 0.05
0.16 0.027 0.97 0.96 0.98 0.95 0.8 1 1 -27 -42 -30 -10 0.04 0.03 0.05
0.16 0.028 0.98 0.97 0.98 0.95 0.8 1 1 -26 -41 -28 -11 0.04 0.03 0.04
0.16 0.029 0.98 0.98 0.99 0.95 0.8 1 1 -25 -41 -27 -8 0.05 0.04 0.06
0.16 0.03 0.99 0.98 0.99 0.96 0.8 1 1 -25 -40 -27 -7 0.04 0.03 0.05
0.16 0.031 0.98 0.97 0.98 0.96 0.8 1 1 -23 -40 -26 -7 0.05 0.04 0.06
0.16 0.032 0.98 0.98 0.99 0.97 0.9 1 1 -23 -39 -25 -7 0.06 0.05 0.07
0.16 0.033 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -25 -8 0.04 0.04 0.05
0.16 0.034 0.99 0.98 0.99 0.97 0.9 1 1 -22 -38 -24 -5 0.06 0.05 0.07
0.16 0.035 0.99 0.99 1 0.97 0.9 1 1 -22 -38 -25 -6 0.06 0.05 0.07
0.16 0.036 0.99 0.99 0.99 0.98 0.9 1 1 -21 -38 -24 -3 0.08 0.07 0.09
0.16 0.037 0.99 0.99 1 0.98 0.9 1 1 -21 -38 -24 -5 0.06 0.05 0.07
0.16 0.038 1 0.99 1 0.98 0.9 1 1 -20 -37 -23 -4 0.07 0.06 0.08
0.16 0.039 0.99 0.99 1 0.98 1 1 1 -20 -37 -22 -4 0.07 0.06 0.08
0.16 0.04 1 1 1 0.99 1 1 1 -19 -36 -22 -1 0.09 0.07 0.1
0.17 0.003 0 0 0 0.14 0.1 0.1 0.2 -66 -73 -66 -58 0 0 0
0.17 0.041 0.99 0.99 1 0.98 0.9 1 1 -20 -36 -22 -4 0.07 0.06 0.08
0.17 0.001 0 0 0 0.11 0.1 0.1 0.1 -74 -79 -74 -67 0 0 0
0.17 0.002 0 0 0 0.12 0.1 0.1 0.2 -70 -76 -70 -63 0 0 0
0.17 0.004 0.01 0 0.01 0.16 0.1 0.2 0.2 -63 -71 -63 -54 0 0 0
0.17 0.005 0.02 0.01 0.02 0.18 0.1 0.2 0.2 -60 -68 -60 -50 0 0 0
0.17 0.006 0.05 0.04 0.06 0.21 0.1 0.2 0.3 -56 -66 -57 -47 0 0 0
0.17 0.007 0.1 0.09 0.12 0.25 0.1 0.2 0.5 -54 -64 -55 -43 0 0 0
0.17 0.008 0.19 0.17 0.2 0.3 0.2 0.2 0.6 -51 -62 -52 -40 0 0 0
0.17 0.009 0.27 0.25 0.29 0.36 0.2 0.3 0.7 -48 -60 -50 -36 0 0 0
0.17 0.01 0.38 0.36 0.4 0.43 0.2 0.4 0.8 -46 -59 -47 -34 0 0 0.01
0.17 0.011 0.48 0.45 0.49 0.49 0.2 0.5 0.9 -45 -57 -46 -32 0 0 0.01
0.17 0.012 0.52 0.49 0.54 0.55 0.2 0.5 1 -44 -56 -45 -30 0 0 0
0.17 0.013 0.61 0.59 0.63 0.6 0.2 0.6 1 -42 -54 -43 -28 0 0 0.01
0.17 0.014 0.68 0.66 0.7 0.66 0.3 0.7 1 -40 -53 -41 -25 0.01 0 0.01
0.17 0.015 0.73 0.72 0.75 0.7 0.3 0.7 1 -39 -51 -41 -23 0.01 0.01 0.01
0.17 0.016 0.76 0.74 0.78 0.73 0.4 0.8 1 -38 -51 -39 -23 0.01 0.01 0.02
0.17 0.017 0.83 0.82 0.85 0.78 0.5 0.8 1 -36 -50 -37 -22 0.01 0.01 0.01
0.17 0.018 0.86 0.84 0.87 0.8 0.5 0.9 1 -35 -49 -37 -20 0.01 0 0.01
0.17 0.019 0.88 0.87 0.89 0.83 0.5 0.9 1 -34 -48 -35 -18 0.01 0.01 0.02
0.17 0.02 0.89 0.88 0.91 0.84 0.6 0.9 1 -34 -47 -35 -20 0.01 0.01 0.02
0.17 0.021 0.92 0.91 0.93 0.87 0.6 1 1 -32 -46 -34 -16 0.02 0.02 0.03
0.17 0.022 0.92 0.91 0.93 0.88 0.7 1 1 -32 -46 -33 -17 0.02 0.02 0.03
0.17 0.023 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -33 -15 0.03 0.02 0.03
0.17 0.024 0.95 0.94 0.96 0.91 0.7 1 1 -30 -44 -31 -14 0.02 0.02 0.03
0.17 0.025 0.95 0.94 0.96 0.92 0.7 1 1 -29 -44 -31 -14 0.03 0.02 0.04
0.17 0.026 0.95 0.94 0.96 0.93 0.7 1 1 -29 -43 -30 -14 0.02 0.02 0.03
0.17 0.027 0.96 0.95 0.96 0.94 0.8 1 1 -28 -43 -29 -12 0.03 0.02 0.04
0.17 0.028 0.97 0.96 0.98 0.94 0.8 1 1 -27 -42 -29 -12 0.03 0.02 0.04
0.17 0.029 0.98 0.97 0.98 0.95 0.8 1 1 -27 -42 -28 -12 0.04 0.03 0.05
0.17 0.03 0.98 0.97 0.99 0.95 0.8 1 1 -25 -41 -27 -8 0.05 0.04 0.06
0.17 0.031 0.98 0.98 0.99 0.96 0.8 1 1 -24 -39 -26 -8 0.04 0.03 0.05
0.17 0.032 0.98 0.98 0.99 0.96 0.8 1 1 -24 -40 -26 -7 0.05 0.04 0.06
0.17 0.033 0.98 0.97 0.98 0.97 0.8 1 1 -24 -40 -26 -8 0.06 0.05 0.07
0.17 0.034 0.99 0.99 0.99 0.97 0.9 1 1 -23 -39 -26 -8 0.05 0.04 0.06
0.17 0.035 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -25 -8 0.05 0.04 0.06
0.17 0.036 1 0.99 1 0.98 0.9 1 1 -22 -38 -25 -5 0.06 0.05 0.07
0.17 0.037 0.99 0.98 0.99 0.98 0.9 1 1 -21 -37 -24 -4 0.06 0.05 0.07
0.17 0.038 0.99 0.99 1 0.98 0.9 1 1 -21 -37 -24 -5 0.07 0.06 0.08
0.17 0.039 0.99 0.99 1 0.98 0.9 1 1 -21 -37 -23 -4 0.08 0.07 0.09
0.17 0.04 1 0.99 1 0.98 0.9 1 1 -20 -37 -22 -4 0.07 0.06 0.08
0.18 0.003 0 0 0 0.13 0.1 0.1 0.2 -67 -74 -67 -59 0 0 0
0.18 0.041 1 0.99 1 0.98 0.9 1 1 -20 -37 -22 -5 0.07 0.06 0.08
0.18 0.001 0 0 0 0.1 0.1 0.1 0.1 -74 -80 -74 -68 0 0 0
0.18 0.002 0 0 0 0.12 0.1 0.1 0.2 -70 -77 -71 -63 0 0 0
0.18 0.004 0.01 0.01 0.01 0.15 0.1 0.1 0.2 -63 -71 -64 -55 0 0 0
0.18 0.005 0.01 0.01 0.02 0.17 0.1 0.2 0.2 -60 -69 -61 -51 0 0 0
0.18 0.006 0.04 0.03 0.05 0.2 0.1 0.2 0.3 -57 -66 -58 -47 0 0 0
0.18 0.007 0.09 0.08 0.1 0.24 0.1 0.2 0.4 -54 -65 -55 -43 0 0 0
0.18 0.008 0.17 0.15 0.18 0.28 0.2 0.2 0.5 -52 -62 -53 -41 0 0 0
0.18 0.009 0.24 0.22 0.26 0.35 0.2 0.2 0.7 -49 -61 -50 -38 0 0 0.01
0.18 0.01 0.29 0.28 0.31 0.4 0.2 0.3 0.8 -48 -59 -49 -36 0 0 0.01
0.18 0.011 0.41 0.39 0.43 0.47 0.2 0.4 0.9 -46 -57 -47 -34 0 0 0
0.18 0.012 0.49 0.46 0.51 0.52 0.2 0.5 0.9 -44 -57 -46 -31 0.01 0 0.01
0.18 0.013 0.57 0.55 0.59 0.58 0.2 0.6 1 -42 -55 -44 -28 0 0 0.01
0.18 0.014 0.64 0.62 0.66 0.62 0.2 0.6 1 -41 -54 -43 -27 0 0 0.01
0.18 0.015 0.68 0.66 0.7 0.67 0.3 0.7 1 -40 -53 -41 -25 0.01 0.01 0.01
0.18 0.016 0.75 0.74 0.77 0.71 0.3 0.7 1 -38 -51 -40 -24 0.01 0.01 0.01
0.18 0.017 0.8 0.78 0.81 0.76 0.4 0.8 1 -37 -50 -39 -22 0.01 0 0.01
0.18 0.018 0.84 0.82 0.85 0.78 0.4 0.8 1 -36 -50 -38 -21 0.01 0.01 0.02
0.18 0.019 0.86 0.85 0.88 0.81 0.5 0.9 1 -36 -49 -37 -21 0.01 0 0.01
0.18 0.02 0.89 0.87 0.9 0.83 0.5 0.9 1 -34 -49 -35 -19 0.02 0.01 0.02
0.18 0.021 0.89 0.88 0.9 0.85 0.6 0.9 1 -33 -47 -35 -16 0.01 0.01 0.02
0.18 0.022 0.91 0.9 0.92 0.87 0.6 0.9 1 -31 -45 -33 -16 0.02 0.01 0.02
0.18 0.023 0.92 0.91 0.94 0.88 0.7 1 1 -31 -46 -33 -16 0.02 0.01 0.03
0.18 0.024 0.92 0.91 0.93 0.89 0.7 1 1 -31 -45 -32 -14 0.02 0.02 0.03
0.18 0.025 0.95 0.94 0.96 0.91 0.7 1 1 -29 -44 -31 -13 0.03 0.02 0.04
0.18 0.026 0.95 0.94 0.96 0.92 0.7 1 1 -29 -44 -31 -14 0.02 0.02 0.03
0.18 0.027 0.96 0.96 0.97 0.93 0.7 1 1 -28 -43 -30 -12 0.02 0.02 0.03
0.18 0.028 0.96 0.96 0.97 0.93 0.7 1 1 -27 -42 -29 -12 0.04 0.03 0.04
0.18 0.029 0.96 0.95 0.97 0.94 0.8 1 1 -27 -42 -29 -12 0.03 0.03 0.04
0.18 0.03 0.97 0.96 0.98 0.95 0.8 1 1 -27 -42 -29 -11 0.03 0.02 0.04
0.18 0.031 0.98 0.97 0.98 0.95 0.8 1 1 -26 -41 -28 -11 0.04 0.03 0.04
0.18 0.032 0.98 0.98 0.99 0.96 0.8 1 1 -25 -41 -27 -9 0.05 0.04 0.06
0.18 0.033 0.98 0.97 0.98 0.96 0.8 1 1 -24 -40 -26 -6 0.05 0.04 0.06
0.18 0.034 0.98 0.98 0.99 0.96 0.8 1 1 -24 -40 -26 -8 0.05 0.04 0.06
0.18 0.035 0.99 0.98 0.99 0.97 0.9 1 1 -24 -39 -26 -8 0.04 0.04 0.05
0.18 0.036 0.99 0.99 0.99 0.97 0.9 1 1 -23 -39 -26 -6 0.05 0.04 0.06
0.18 0.037 0.99 0.99 0.99 0.97 0.9 1 1 -23 -38 -25 -6 0.06 0.05 0.07
0.18 0.038 0.99 0.98 0.99 0.97 0.9 1 1 -22 -37 -24 -6 0.06 0.05 0.07
0.18 0.039 0.99 0.98 0.99 0.98 0.9 1 1 -22 -38 -25 -6 0.06 0.05 0.06
0.18 0.04 0.99 0.99 0.99 0.98 0.9 1 1 -22 -37 -24 -6 0.06 0.05 0.07
0.19 0.003 0 0 0 0.13 0.1 0.1 0.2 -67 -74 -68 -60 0 0 0
0.19 0.041 0.99 0.99 0.99 0.97 0.9 1 1 -21 -38 -24 -4 0.06 0.05 0.07
0.19 0.001 0 0 0 0.1 0.1 0.1 0.1 -75 -80 -75 -68 0 0 0
0.19 0.002 0 0 0 0.11 0.1 0.1 0.2 -71 -78 -72 -64 0 0 0
0.19 0.004 0 0 0 0.15 0.1 0.1 0.2 -64 -72 -64 -55 0 0 0
0.19 0.005 0.01 0 0.01 0.17 0.1 0.2 0.2 -61 -69 -61 -52 0 0 0
0.19 0.006 0.03 0.03 0.04 0.19 0.1 0.2 0.2 -58 -67 -58 -48 0 0 0
0.19 0.007 0.08 0.07 0.1 0.23 0.1 0.2 0.4 -55 -65 -56 -44 0 0 0
0.19 0.008 0.1 0.09 0.12 0.26 0.1 0.2 0.5 -53 -64 -55 -42 0 0 0
0.19 0.009 0.2 0.19 0.22 0.31 0.2 0.2 0.6 -51 -61 -52 -40 0 0 0
0.19 0.01 0.3 0.28 0.31 0.37 0.2 0.3 0.7 -49 -60 -50 -36 0 0 0
0.19 0.011 0.39 0.37 0.41 0.43 0.2 0.4 0.8 -47 -58 -48 -34 0 0 0.01
0.19 0.012 0.45 0.43 0.47 0.48 0.2 0.4 0.9 -45 -57 -46 -31 0 0 0.01
0.19 0.013 0.54 0.52 0.56 0.55 0.2 0.5 1 -43 -55 -44 -29 0 0 0
0.19 0.014 0.59 0.57 0.61 0.6 0.2 0.6 1 -42 -54 -43 -29 0 0 0.01
0.19 0.015 0.68 0.66 0.69 0.65 0.3 0.7 1 -40 -53 -42 -27 0.01 0 0.01
0.19 0.016 0.73 0.71 0.74 0.69 0.3 0.7 1 -39 -52 -41 -25 0 0 0.01
0.19 0.017 0.76 0.74 0.78 0.73 0.4 0.8 1 -38 -52 -39 -23 0.01 0.01 0.02
0.19 0.018 0.82 0.8 0.83 0.77 0.4 0.8 1 -37 -50 -38 -22 0.01 0.01 0.01
0.19 0.019 0.83 0.81 0.84 0.79 0.5 0.8 1 -35 -49 -37 -20 0.01 0.01 0.02
0.19 0.02 0.85 0.84 0.87 0.81 0.5 0.9 1 -34 -49 -36 -20 0.01 0.01 0.02
0.19 0.021 0.87 0.86 0.89 0.84 0.6 0.9 1 -34 -48 -36 -18 0.02 0.02 0.03
0.19 0.022 0.9 0.89 0.91 0.85 0.6 0.9 1 -33 -47 -34 -18 0.02 0.01 0.03
0.19 0.023 0.92 0.91 0.93 0.87 0.6 1 1 -33 -47 -34 -17 0.02 0.01 0.02
0.19 0.024 0.94 0.93 0.95 0.88 0.7 1 1 -30 -46 -33 -15 0.03 0.02 0.04
0.19 0.025 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -32 -15 0.03 0.02 0.03
0.19 0.026 0.95 0.94 0.96 0.91 0.7 1 1 -30 -44 -32 -14 0.03 0.02 0.03
0.19 0.027 0.95 0.94 0.96 0.91 0.7 1 1 -29 -44 -31 -13 0.03 0.02 0.04
0.19 0.028 0.95 0.95 0.96 0.93 0.7 1 1 -28 -43 -30 -13 0.03 0.02 0.04
0.19 0.029 0.96 0.96 0.97 0.93 0.8 1 1 -28 -43 -30 -12 0.03 0.03 0.04
0.19 0.03 0.98 0.97 0.98 0.94 0.8 1 1 -27 -42 -29 -11 0.03 0.03 0.04
0.19 0.031 0.98 0.97 0.98 0.94 0.8 1 1 -26 -42 -28 -10 0.04 0.03 0.05
0.19 0.032 0.98 0.97 0.98 0.95 0.8 1 1 -26 -41 -27 -10 0.03 0.03 0.04
0.19 0.033 0.98 0.98 0.99 0.96 0.8 1 1 -25 -41 -27 -9 0.05 0.04 0.06
0.19 0.034 0.99 0.98 0.99 0.96 0.8 1 1 -25 -40 -27 -9 0.04 0.03 0.05
0.19 0.035 0.99 0.98 0.99 0.96 0.8 1 1 -24 -39 -26 -7 0.04 0.03 0.05
0.19 0.036 0.98 0.98 0.99 0.96 0.8 1 1 -24 -39 -26 -8 0.05 0.04 0.06
0.19 0.037 0.99 0.99 0.99 0.97 0.9 1 1 -24 -39 -25 -7 0.06 0.05 0.07
0.19 0.038 0.98 0.98 0.99 0.97 0.8 1 1 -23 -38 -25 -7 0.06 0.05 0.07
0.19 0.039 0.99 0.99 0.99 0.97 0.9 1 1 -23 -38 -25 -7 0.05 0.04 0.06
0.19 0.04 0.99 0.99 1 0.98 0.9 1 1 -22 -38 -24 -8 0.04 0.04 0.05
0.2 0.003 0 0 0 0.13 0.1 0.1 0.2 -68 -75 -69 -60 0 0 0
0.2 0.041 0.99 0.99 1 0.97 0.9 1 1 -23 -38 -25 -6 0.05 0.04 0.06
0.2 0.001 0 0 0 0.1 0.1 0.1 0.1 -75 -81 -76 -69 0 0 0
0.2 0.002 0 0 0 0.11 0.1 0.1 0.2 -72 -78 -72 -65 0 0 0
0.2 0.004 0 0 0 0.14 0.1 0.1 0.2 -65 -72 -65 -57 0 0 0
0.2 0.005 0.01 0.01 0.01 0.16 0.1 0.2 0.2 -61 -70 -62 -52 0 0 0
0.2 0.006 0.03 0.02 0.03 0.19 0.1 0.2 0.2 -59 -68 -60 -49 0 0 0
0.2 0.007 0.06 0.05 0.07 0.22 0.1 0.2 0.3 -56 -65 -56 -46 0 0 0
0.2 0.008 0.11 0.1 0.13 0.25 0.1 0.2 0.5 -53 -63 -54 -43 0 0 0
0.2 0.009 0.17 0.16 0.19 0.3 0.2 0.2 0.6 -52 -62 -52 -41 0 0 0
0.2 0.01 0.23 0.22 0.25 0.34 0.2 0.2 0.7 -50 -60 -51 -37 0 0 0
0.2 0.011 0.34 0.32 0.36 0.41 0.2 0.3 0.8 -48 -58 -48 -37 0 0 0
0.2 0.012 0.45 0.43 0.47 0.47 0.2 0.4 0.9 -46 -58 -48 -33 0 0 0
0.2 0.013 0.5 0.48 0.52 0.52 0.2 0.5 0.9 -44 -56 -45 -32 0 0 0
0.2 0.014 0.58 0.56 0.6 0.58 0.2 0.6 1 -43 -55 -44 -30 0 0 0
0.2 0.015 0.62 0.6 0.64 0.62 0.2 0.6 1 -41 -54 -43 -28 0.01 0 0.01
0.2 0.016 0.7 0.68 0.72 0.66 0.3 0.7 1 -41 -53 -42 -27 0 0 0
0.2 0.017 0.74 0.72 0.76 0.7 0.3 0.7 1 -38 -52 -40 -23 0.01 0 0.01
0.2 0.018 0.79 0.77 0.81 0.74 0.4 0.8 1 -38 -51 -39 -24 0.01 0 0.01
0.2 0.019 0.81 0.79 0.82 0.76 0.4 0.8 1 -37 -50 -38 -22 0.01 0.01 0.01
0.2 0.02 0.84 0.83 0.86 0.79 0.5 0.8 1 -35 -49 -36 -20 0.01 0.01 0.01
0.2 0.021 0.87 0.86 0.88 0.82 0.5 0.9 1 -34 -48 -36 -18 0.01 0.01 0.02
0.2 0.022 0.9 0.89 0.91 0.84 0.6 0.9 1 -33 -47 -35 -18 0.02 0.01 0.02
0.2 0.023 0.89 0.88 0.91 0.85 0.6 0.9 1 -33 -48 -34 -18 0.02 0.01 0.02
0.2 0.024 0.91 0.9 0.92 0.87 0.6 1 1 -32 -47 -33 -17 0.02 0.02 0.03
0.2 0.025 0.92 0.91 0.93 0.89 0.7 1 1 -31 -45 -33 -15 0.02 0.02 0.03
0.2 0.026 0.95 0.95 0.96 0.9 0.7 1 1 -31 -45 -32 -15 0.02 0.02 0.03
0.2 0.027 0.95 0.94 0.96 0.91 0.7 1 1 -30 -44 -32 -15 0.02 0.02 0.03
0.2 0.028 0.96 0.96 0.97 0.91 0.7 1 1 -28 -44 -30 -12 0.03 0.02 0.04
0.2 0.029 0.97 0.96 0.98 0.92 0.7 1 1 -28 -43 -31 -14 0.04 0.03 0.04
0.2 0.03 0.97 0.96 0.98 0.94 0.8 1 1 -27 -42 -30 -11 0.04 0.03 0.05
0.2 0.031 0.96 0.95 0.97 0.94 0.8 1 1 -28 -43 -29 -12 0.04 0.03 0.04
0.2 0.032 0.96 0.95 0.97 0.95 0.8 1 1 -26 -42 -29 -11 0.03 0.03 0.04
0.2 0.033 0.97 0.96 0.98 0.95 0.8 1 1 -26 -41 -28 -10 0.04 0.03 0.05
0.2 0.034 0.98 0.97 0.98 0.95 0.8 1 1 -26 -41 -28 -11 0.05 0.04 0.05
0.2 0.035 0.98 0.97 0.99 0.96 0.8 1 1 -25 -40 -28 -8 0.04 0.03 0.05
0.2 0.036 0.99 0.99 1 0.96 0.8 1 1 -25 -40 -27 -10 0.04 0.03 0.04
0.2 0.037 0.98 0.97 0.98 0.96 0.8 1 1 -24 -40 -26 -7 0.05 0.04 0.06
0.2 0.038 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -26 -8 0.05 0.04 0.06
0.2 0.039 0.98 0.98 0.99 0.97 0.9 1 1 -23 -39 -26 -7 0.06 0.05 0.07
0.2 0.04 0.99 0.99 0.99 0.97 0.9 1 1 -23 -38 -25 -7 0.05 0.04 0.06
0.21 0.003 0 0 0 0.12 0.1 0.1 0.2 -69 -76 -69 -61 0 0 0
0.21 0.041 0.99 0.99 1 0.97 0.9 1 1 -24 -39 -26 -8 0.04 0.03 0.05
0.21 0.001 0 0 0 0.1 0.1 0.1 0.1 -76 -81 -76 -70 0 0 0
0.21 0.002 0 0 0 0.11 0.1 0.1 0.1 -72 -79 -73 -66 0 0 0
0.21 0.004 0 0 0 0.14 0.1 0.1 0.2 -65 -73 -66 -57 0 0 0
0.21 0.005 0.01 0.01 0.01 0.16 0.1 0.2 0.2 -62 -70 -63 -53 0 0 0
0.21 0.006 0.01 0 0.01 0.18 0.1 0.2 0.2 -60 -68 -60 -50 0 0 0
0.21 0.007 0.03 0.03 0.04 0.2 0.1 0.2 0.3 -57 -66 -57 -47 0 0 0
0.21 0.008 0.08 0.07 0.09 0.24 0.1 0.2 0.4 -54 -65 -55 -44 0 0 0
0.21 0.009 0.15 0.14 0.17 0.28 0.2 0.2 0.5 -52 -63 -53 -40 0 0 0
0.21 0.01 0.19 0.18 0.21 0.32 0.2 0.2 0.6 -51 -62 -52 -39 0 0 0
0.21 0.011 0.32 0.3 0.34 0.38 0.2 0.3 0.7 -48 -60 -49 -35 0 0 0.01
0.21 0.012 0.39 0.37 0.41 0.43 0.2 0.4 0.8 -47 -58 -48 -33 0 0 0
0.21 0.013 0.46 0.43 0.47 0.49 0.2 0.4 0.9 -45 -57 -46 -31 0 0 0
0.21 0.014 0.54 0.52 0.56 0.56 0.2 0.5 1 -43 -55 -44 -30 0 0 0.01
0.21 0.015 0.6 0.58 0.62 0.6 0.2 0.6 1 -42 -55 -44 -29 0 0 0.01
0.21 0.016 0.66 0.64 0.68 0.63 0.2 0.6 1 -40 -54 -42 -26 0.01 0 0.01
0.21 0.017 0.72 0.7 0.74 0.68 0.3 0.7 1 -39 -52 -41 -26 0.01 0 0.01
0.21 0.018 0.74 0.72 0.76 0.71 0.3 0.7 1 -38 -51 -39 -23 0.01 0 0.01
0.21 0.019 0.78 0.77 0.8 0.74 0.4 0.8 1 -37 -51 -39 -23 0.01 0 0.01
0.21 0.02 0.81 0.79 0.82 0.77 0.5 0.8 1 -36 -49 -38 -21 0.01 0.01 0.01
0.21 0.021 0.85 0.83 0.86 0.79 0.5 0.8 1 -36 -50 -37 -21 0.01 0.01 0.02
0.21 0.022 0.88 0.87 0.89 0.82 0.5 0.9 1 -35 -48 -36 -20 0.01 0.01 0.02
0.21 0.023 0.89 0.88 0.9 0.84 0.6 0.9 1 -34 -47 -35 -19 0.01 0.01 0.02
0.21 0.024 0.9 0.88 0.91 0.86 0.6 0.9 1 -33 -47 -35 -17 0.02 0.01 0.02
0.21 0.025 0.92 0.91 0.93 0.87 0.6 1 1 -33 -46 -34 -17 0.02 0.01 0.02
0.21 0.026 0.92 0.9 0.93 0.88 0.6 1 1 -31 -46 -32 -15 0.02 0.02 0.03
0.21 0.027 0.94 0.93 0.95 0.89 0.7 1 1 -30 -46 -32 -15 0.02 0.02 0.03
0.21 0.028 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -31 -14 0.03 0.02 0.03
0.21 0.029 0.95 0.94 0.96 0.91 0.7 1 1 -29 -44 -32 -14 0.03 0.02 0.03
0.21 0.03 0.96 0.95 0.96 0.92 0.7 1 1 -29 -44 -31 -13 0.02 0.02 0.03
0.21 0.031 0.96 0.95 0.97 0.93 0.7 1 1 -28 -43 -30 -14 0.03 0.03 0.04
0.21 0.032 0.96 0.95 0.97 0.93 0.7 1 1 -27 -42 -29 -12 0.03 0.02 0.04
0.21 0.033 0.96 0.95 0.97 0.94 0.8 1 1 -27 -41 -28 -11 0.03 0.03 0.04
0.21 0.034 0.98 0.97 0.98 0.94 0.8 1 1 -27 -42 -28 -11 0.04 0.03 0.05
0.21 0.035 0.97 0.97 0.98 0.95 0.8 1 1 -26 -42 -29 -9 0.04 0.03 0.04
0.21 0.036 0.97 0.96 0.98 0.95 0.8 1 1 -25 -40 -27 -9 0.03 0.03 0.04
0.21 0.037 0.98 0.97 0.98 0.96 0.8 1 1 -25 -40 -27 -7 0.05 0.04 0.06
0.21 0.038 0.98 0.98 0.99 0.96 0.8 1 1 -25 -40 -27 -9 0.04 0.03 0.05
0.21 0.039 0.98 0.98 0.99 0.96 0.8 1 1 -24 -40 -26 -8 0.05 0.04 0.06
0.21 0.04 0.99 0.98 0.99 0.97 0.89 1 1 -25 -40 -26 -9 0.05 0.04 0.06
0.22 0.003 0 0 0 0.12 0.1 0.1 0.2 -69 -76 -70 -62 0 0 0
0.22 0.041 0.99 0.98 0.99 0.96 0.8 1 1 -25 -40 -26 -9 0.04 0.04 0.05
0.22 0.001 0 0 0 0.1 0.1 0.1 0.1 -76 -82 -77 -70 0 0 0
0.22 0.002 0 0 0 0.11 0.1 0.1 0.1 -73 -79 -73 -66 0 0 0
0.22 0.004 0 0 0 0.14 0.1 0.1 0.2 -66 -73 -66 -58 0 0 0
0.22 0.005 0.01 0 0.01 0.15 0.1 0.1 0.2 -63 -71 -63 -54 0 0 0
0.22 0.006 0.02 0.01 0.03 0.18 0.1 0.2 0.2 -60 -68 -61 -51 0 0 0
0.22 0.007 0.03 0.03 0.04 0.19 0.1 0.2 0.2 -57 -67 -58 -48 0 0 0
0.22 0.008 0.07 0.06 0.08 0.23 0.1 0.2 0.4 -55 -65 -56 -44 0 0 0
0.22 0.009 0.14 0.12 0.15 0.27 0.1 0.2 0.5 -53 -63 -54 -43 0 0 0
0.22 0.01 0.18 0.17 0.2 0.31 0.2 0.2 0.6 -51 -62 -52 -40 0 0 0
0.22 0.011 0.26 0.24 0.28 0.36 0.2 0.3 0.7 -49 -60 -50 -37 0 0 0
0.22 0.012 0.35 0.33 0.37 0.42 0.2 0.3 0.8 -47 -59 -48 -34 0 0 0
0.22 0.013 0.4 0.38 0.42 0.46 0.2 0.4 0.9 -45 -57 -46 -31 0 0 0
0.22 0.014 0.49 0.47 0.51 0.52 0.2 0.5 0.9 -44 -57 -46 -30 0 0 0.01
0.22 0.015 0.55 0.53 0.57 0.57 0.2 0.6 1 -43 -56 -45 -28 0.01 0 0.01
0.22 0.016 0.61 0.59 0.63 0.61 0.2 0.6 1 -42 -54 -43 -29 0.01 0.01 0.01
0.22 0.017 0.66 0.64 0.68 0.64 0.2 0.7 1 -40 -53 -42 -27 0.01 0.01 0.01
